countryiso3code,date,value,unit,obs_status,decimal,indicator.id,indicator.value,country.id,country.value
KEN,1972,,,,1,EG.ELC.ACCS.ZS,Access to electricity (% of population),KE,Kenya
KEN,1971,,,,1,EG.ELC.ACCS.ZS,Access to electricity (% of population),KE,Kenya
KEN,1970,,,,1,EG.ELC.ACCS.ZS,Access to electricity (% of population),KE,Kenya
KEN,1969,,,,1,EG.ELC.ACCS.ZS,Access to electricity (% of population),KE,Kenya
KEN,1968,,,,1,EG.ELC.ACCS.ZS,Access to electricity (% of population),KE,Kenya
KEN,1967,,,,1,EG.ELC.ACCS.ZS,Access to electricity (% of population),KE,Kenya
KEN,1966,,,,1,EG.ELC.ACCS.ZS,Access to electricity (% of population),KE,Kenya
KEN,1965,,,,1,EG.ELC.ACCS.ZS,Access to electricity (% of population),KE,Kenya
KEN,1964,,,,1,EG.ELC.ACCS.ZS,Access to electricity (% of population),KE,Kenya
KEN,1963,,,,1,EG.ELC.ACCS.ZS,Access to electricity (% of population),KE,Kenya
KEN,1962,,,,1,EG.ELC.ACCS.ZS,Access to electricity (% of population),KE,Kenya
KEN,1961,,,,1,EG.ELC.ACCS.ZS,Access to electricity (% of population),KE,Kenya
KEN,1960,,,,1,EG.ELC.ACCS.ZS,Access to electricity (% of population),KE,Kenya
